month,drug_name,pack_size,concession_price_gbp,vmpp_code
2026-02-01,Aciclovir 400mg tablets,56.0,2.2,1109511000001108
2026-02-01,Alfuzosin 2.5mg tablets,60.0,6.71,3187411000001105
2026-02-01,Amiodarone 100mg tablets,28.0,4.23,1289211000001108
2026-02-01,Amiodarone 200mg tablets,28.0,7.89,1137911000001104
2026-02-01,Amoxicillin 250mg/5ml oral suspension,100.0,1.37,960811000001104
2026-02-01,Aqueous cream,100.0,0.99,1092211000001106
2026-02-01,Aqueous cream,500.0,5.8,1013711000001106
2026-02-01,Aspirin 75mg dispersible tablets,28.0,3.04,969811000001108
2026-02-01,Aspirin 75mg dispersible tablets,100.0,10.86,1113811000001107
2026-02-01,Aspirin 75mg gastro-resistant tablets,28.0,2.0,1005911000001107
2026-02-01,Aspirin 75mg tablets,28.0,2.17,1041711000001104
2026-02-01,Benzydamine 0.15% mouthwash sugar free,300.0,3.31,1079011000001101
2026-02-01,Benzydamine 0.15% oromucosal spray sugar free,30.0,3.75,1256811000001108
2026-02-01,Betamethasone 500microgram soluble tablets sugar free,100.0,47.89,3694711000001106
2026-02-01,Bimatoprost 300micrograms/ml / Timolol 5mg/ml eye drops 0.4ml unit dose preservative free,30.0,9.42,23296111000001103
2026-02-01,Captopril 12.5mg tablets,56.0,29.04,1246911000001100
2026-02-01,Captopril 25mg tablets,56.0,25.95,1046811000001102
2026-02-01,Captopril 50mg tablets,56.0,39.0,1040911000001109
2026-02-01,Carbocisteine 375mg capsules,120.0,3.75,9757411000001106
2026-02-01,Cefalexin 125mg/5ml oral suspension sugar free,100.0,4.5,4861611000001108
2026-02-01,Cefalexin 250mg/5ml oral suspension sugar free,100.0,4.7,4513811000001109
2026-02-01,Chloramphenicol 0.5% eye drops,10.0,2.35,1064411000001101
2026-02-01,Chloramphenicol 1% eye ointment,4.0,2.99,1128711000001103
2026-02-01,Cimetidine 400mg tablets,60.0,5.55,1087011000001100
2026-02-01,Ciprofloxacin 500mg tablets,10.0,4.16,1308211000001109
2026-02-01,Clarithromycin 125mg/5ml oral suspension,70.0,11.1,967911000001105
2026-02-01,Clarithromycin 250mg/5ml oral suspension,70.0,23.5,1322811000001100
2026-02-01,Clobazam 10mg tablets,30.0,2.51,1034311000001101
2026-02-01,Clomipramine 50mg capsules,28.0,6.99,1313011000001108
2026-02-01,Clotrimazole 1% cream,50.0,3.29,1272111000001103
2026-02-01,Clotrimazole 500mg pessaries,1.0,6.45,976011000001101
2026-02-01,Co-amilofruse 5mg/40mg tablets,28.0,3.72,1245011000001108
2026-02-01,Co-careldopa 12.5mg/50mg tablets,90.0,5.71,977011000001103
2026-02-01,Co-careldopa 25mg/100mg tablets,100.0,6.88,1114811000001105
2026-02-01,Co-codamol 30mg/500mg capsules,100.0,5.68,1008911000001101
2026-02-01,Co-codamol 30mg/500mg tablets,30.0,2.09,974011000001106
2026-02-01,Co-codamol 30mg/500mg tablets,100.0,6.95,1285911000001101
2026-02-01,Co-codamol 8mg/500mg capsules,100.0,24.22,12872811000001103
2026-02-01,Co-codamol 8mg/500mg capsules,32.0,7.75,10687711000001100
2026-02-01,Co-codamol 8mg/500mg effervescent tablets,32.0,2.24,10517511000001103
2026-02-01,Co-codamol 8mg/500mg effervescent tablets,100.0,7.0,955211000001102
2026-02-01,Codeine 15mg tablets,28.0,0.92,1316211000001105
2026-02-01,Codeine 15mg tablets,100.0,3.29,1307711000001103
2026-02-01,Codeine 15mg/5ml linctus sugar free,200.0,17.34,3444911000001104
2026-02-01,Cyclizine 50mg/1ml solution for injection ampoules,5.0,3.41,946211000001105
2026-02-01,Diclofenac sodium 50mg gastro-resistant tablets,28.0,5.8,1235911000001106
2026-02-01,Dipyridamole 200mg modified-release capsules,60.0,39.78,1249311000001108
2026-02-01,Docusate 50mg/5ml oral solution sugar free,300.0,15.59,1074511000001105
2026-02-01,Duloxetine 30mg gastro-resistant capsules,28.0,1.45,9038111000001104
2026-02-01,Duloxetine 60mg gastro-resistant capsules,28.0,1.86,9039011000001105
2026-02-01,Enalapril 2.5mg tablets,28.0,4.05,1251811000001103
2026-02-01,Eplerenone 50mg tablets,28.0,3.51,8479611000001107
2026-02-01,Esomeprazole 20mg gastro-resistant capsules,28.0,4.73,17603511000001107
2026-02-01,Esomeprazole 20mg gastro-resistant tablets,28.0,2.35,1057211000001103
2026-02-01,Esomeprazole 40mg gastro-resistant capsules,28.0,3.46,17603211000001109
2026-02-01,Esomeprazole 40mg gastro-resistant tablets,28.0,3.11,999311000001102
2026-02-01,Estradiol 10microgram pessaries,24.0,11.26,18093711000001102
2026-02-01,Estriol 0.01% vaginal cream with applicator,1.0,33.5,3194311000001106
2026-02-01,Famotidine 20mg tablets,28.0,1.8,941511000001104
2026-02-01,Fenofibrate micronised 267mg capsules,28.0,17.2,2957711000001104
2026-02-01,Fesoterodine 4mg modified-release tablets,28.0,2.34,13617911000001100
2026-02-01,Fesoterodine 8mg modified-release tablets,28.0,2.76,13618211000001108
2026-02-01,Fexofenadine 180mg tablets,30.0,3.38,1251611000001102
2026-02-01,Fluoxetine 20mg capsules,30.0,2.97,1214811000001107
2026-02-01,Folic acid 400microgram tablets,90.0,9.25,1295711000001104
2026-02-01,Fusidic acid 1% modified-release eye drops,5.0,35.0,942311000001101
2026-02-01,Haloperidol 5mg tablets,28.0,4.28,1073911000001100
2026-02-01,Hydrocortisone 5mg tablets,30.0,18.93,39930111000001109
2026-02-01,Hydroxocobalamin 1mg/1ml solution for injection ampoules,5.0,10.4,2858311000001109
2026-02-01,Hydroxychloroquine 200mg tablets,60.0,2.75,1018811000001108
2026-02-01,Ibandronic acid 150mg tablets,1.0,18.4,9544811000001102
2026-02-01,Ibandronic acid 50mg tablets,28.0,40.87,7540011000001105
2026-02-01,Irbesartan 150mg tablets,28.0,3.85,1126711000001102
2026-02-01,Irbesartan 300mg tablets,28.0,1.78,1080311000001103
2026-02-01,Irbesartan 75mg tablets,28.0,2.31,979211000001102
2026-02-01,Itraconazole 100mg capsules,15.0,5.02,1160611000001100
2026-02-01,Ivabradine 2.5mg tablets,56.0,49.75,35305511000001100
2026-02-01,Labetalol 100mg tablets,56.0,4.2,1240311000001104
2026-02-01,Lactulose 3.1-3.7g/5ml oral solution,500.0,6.0,970711000001102
2026-02-01,Lamotrigine 100mg tablets,56.0,2.5,2928611000001106
2026-02-01,Lamotrigine 200mg tablets,56.0,4.06,3144911000001100
2026-02-01,Lamotrigine 25mg tablets,56.0,2.1,2925511000001104
2026-02-01,Lamotrigine 50mg tablets,56.0,1.92,2927111000001104
2026-02-01,Lansoprazole 30mg orodispersible tablets,28.0,3.06,4041611000001101
2026-02-01,Leflunomide 10mg tablets,30.0,6.96,1206411000001104
2026-02-01,Leflunomide 20mg tablets,30.0,3.16,1132911000001101
2026-02-01,Lercanidipine 10mg tablets,28.0,2.15,963911000001101
2026-02-01,Lercanidipine 20mg tablets,28.0,3.89,10198611000001106
2026-02-01,Levetiracetam 100mg/ml oral solution sugar free,300.0,3.2,8176511000001104
2026-02-01,Lofepramine 70mg tablets,56.0,24.86,1279011000001106
2026-02-01,Lymecycline 408mg capsules,28.0,3.45,1002411000001107
2026-02-01,Lymecycline 408mg capsules,56.0,6.9,7335811000001108
2026-02-01,Mebeverine 135mg tablets,100.0,2.38,2899611000001103
2026-02-01,Mefenamic acid 500mg tablets,28.0,21.56,1241011000001106
2026-02-01,Melatonin 2mg modified-release tablets,30.0,2.32,19684211000001101
2026-02-01,Methenamine hippurate 1g tablets,60.0,19.57,3691711000001108
2026-02-01,Methylphenidate 20mg tablets,30.0,6.49,985711000001104
2026-02-01,Midazolam 10mg/2ml solution for injection ampoules,10.0,4.7,3382911000001109
2026-02-01,Mirtazapine 15mg tablets,28.0,0.97,9051011000001105
2026-02-01,Mirtazapine 30mg tablets,28.0,0.95,1225611000001103
2026-02-01,Mirtazapine 45mg tablets,28.0,1.17,9051311000001108
2026-02-01,Mometasone 0.1% cream,100.0,12.18,1121511000001103
2026-02-01,Mometasone 0.1% cream,30.0,3.99,1242911000001104
2026-02-01,Morphine sulfate 10mg/1ml solution for injection ampoules,10.0,6.86,4382611000001101
2026-02-01,Naftidrofuryl 100mg capsules,84.0,10.58,1247411000001105
2026-02-01,Nefopam 30mg tablets,90.0,4.61,941211000001102
2026-02-01,Nizatidine 150mg capsules,30.0,61.11,945711000001106
2026-02-01,Oxazepam 10mg tablets,28.0,7.2,1217911000001108
2026-02-01,Oxazepam 15mg tablets,28.0,7.05,1202211000001104
2026-02-01,Oxybutynin 2.5mg tablets,56.0,2.52,1052811000001100
2026-02-01,Oxybutynin 5mg tablets,56.0,3.94,990211000001103
2026-02-01,Oxycodone 5mg/5ml oral solution sugar free,250.0,7.49,2898011000001100
2026-02-01,Oxytetracycline 250mg tablets,28.0,29.21,3344811000001103
2026-02-01,Perindopril erbumine 2mg tablets,30.0,2.27,993111000001102
2026-02-01,Perindopril erbumine 4mg tablets,30.0,3.74,1096511000001105
2026-02-01,Perindopril erbumine 8mg tablets,30.0,3.37,3803611000001105
2026-02-01,Piroxicam 0.5% gel,112.0,2.64,1177611000001107
2026-02-01,Piroxicam 0.5% gel,60.0,1.41,1235611000001100
2026-02-01,Pizotifen 1.5mg tablets,28.0,1.61,975311000001108
2026-02-01,Pramipexole 88microgram tablets,30.0,3.05,3663311000001108
2026-02-01,Prochlorperazine 3mg buccal tablets,50.0,12.95,1144711000001109
2026-02-01,Promethazine hydrochloride 25mg tablets,56.0,1.85,1152811000001105
2026-02-01,Propranolol 160mg modified-release capsules,28.0,5.5,1018511000001105
2026-02-01,Propranolol 40mg tablets,28.0,1.7,1122611000001105
2026-02-01,Propranolol 80mg modified-release capsules,28.0,15.0,1002511000001106
2026-02-01,Propranolol 80mg tablets,56.0,3.07,1243711000001109
2026-02-01,Pyridostigmine bromide 60mg tablets,200.0,14.0,1196311000001106
2026-02-01,Pyridoxine 10mg tablets,28.0,18.0,21679711000001108
2026-02-01,Quinine sulfate 300mg tablets,28.0,2.01,1088311000001101
2026-02-01,Rabeprazole 10mg gastro-resistant tablets,28.0,1.21,1256411000001106
2026-02-01,Rabeprazole 20mg gastro-resistant tablets,28.0,1.52,1129711000001107
2026-02-01,Ramipril 1.25mg capsules,28.0,0.94,996911000001105
2026-02-01,Ramipril 10mg capsules,28.0,1.08,1069111000001107
2026-02-01,Ramipril 10mg tablets,28.0,0.82,5011311000001105
2026-02-01,Ramipril 2.5mg capsules,28.0,0.99,1100011000001108
2026-02-01,Ramipril 2.5mg tablets,28.0,0.82,5010711000001101
2026-02-01,Ramipril 5mg capsules,28.0,0.96,975711000001107
2026-02-01,Ramipril 5mg tablets,28.0,0.84,5011011000001107
2026-02-01,Ranolazine 750mg modified-release tablets,60.0,8.0,14998811000001109
2026-02-01,Repaglinide 1mg tablets,90.0,30.89,945811000001103
2026-02-01,Repaglinide 2mg tablets,90.0,20.2,1007311000001103
2026-02-01,Repaglinide 500microgram tablets,90.0,25.36,1160711000001109
2026-02-01,Risperidone 500microgram tablets,20.0,2.06,1310211000001108
2026-02-01,Rosuvastatin 10mg tablets,28.0,2.94,4170911000001107
2026-02-01,Rosuvastatin 20mg tablets,28.0,3.17,4171211000001109
2026-02-01,Rosuvastatin 40mg tablets,28.0,1.99,4171911000001100
2026-02-01,Rosuvastatin 5mg tablets,28.0,1.9,9747311000001101
2026-02-01,Sertraline 50mg tablets,28.0,0.81,1040511000001102
2026-02-01,Sitagliptin 100mg tablets,28.0,2.45,11473611000001104
2026-02-01,Sitagliptin 100mg/5ml oral solution sugar free,150.0,20.3,41204011000001104
2026-02-01,Sodium bicarbonate 500mg capsules,56.0,6.0,1289911000001104
2026-02-01,Sotalol 40mg tablets,28.0,2.6,1283411000001105
2026-02-01,Sotalol 80mg tablets,28.0,4.94,1197911000001105
2026-02-01,Sulfasalazine 500mg tablets,112.0,6.61,1146811000001108
2026-02-01,Sulpiride 200mg tablets,30.0,5.71,1305711000001109
2026-02-01,Temazepam 10mg tablets,28.0,24.19,1259211000001103
2026-02-01,Thiamine 100mg tablets,100.0,2.6,3051111000001109
2026-02-01,Tibolone 2.5mg tablets,28.0,4.3,1205011000001104
2026-02-01,Timolol 0.25% eye drops,5.0,2.51,1122411000001107
2026-02-01,Timolol 0.5% eye drops,5.0,2.41,1020211000001103
2026-02-01,Tolterodine 1mg tablets,56.0,12.2,1010611000001106
2026-02-01,Tolterodine 2mg tablets,56.0,12.2,1287811000001101
2026-02-01,Tolterodine 4mg modified-release capsules,28.0,23.43,1305011000001107
2026-02-01,Topiramate 100mg tablets,60.0,1.95,1209511000001105
2026-02-01,Tramadol 50mg capsules,30.0,0.78,1082611000001109
2026-02-01,Tramadol 50mg capsules,100.0,2.59,1053111000001101
2026-02-01,Trihexyphenidyl 2mg tablets,84.0,123.63,1323711000001100
2026-02-01,Trimethoprim 100mg tablets,28.0,4.07,986811000001104
2026-02-01,Trimethoprim 50mg/5ml oral suspension sugar free,100.0,9.36,1315511000001101
2026-02-01,Valaciclovir 500mg tablets,10.0,14.28,1296511000001102
2026-02-01,Valsartan 80mg capsules,28.0,6.46,959311000001107
2026-02-01,Venlafaxine 150mg modified-release tablets,30.0,6.32,15375311000001102
2026-02-01,Venlafaxine 37.5mg tablets,56.0,2.6,949611000001104
2026-02-01,Zolmitriptan 2.5mg orodispersible tablets sugar free,6.0,3.97,3640311000001105
2026-01-01,Alfuzosin 2.5mg tablets,60.0,6.54,3187411000001105
2026-01-01,Amiodarone 100mg tablets,28.0,5.04,1289211000001108
2026-01-01,Amiodarone 200mg tablets,28.0,9.59,1137911000001104
2026-01-01,Amisulpride 200mg tablets,60.0,10.13,947811000001108
2026-01-01,Amlodipine 2.5mg tablets,28.0,3.58,38095411000001105
2026-01-01,Amoxicillin 250mg/5ml oral suspension,100.0,1.44,960811000001104
2026-01-01,Aripiprazole 2.5mg tablets,28.0,29.69,43971011000001104
2026-01-01,Ascorbic acid 200mg tablets,28.0,47.05,960611000001103
2026-01-01,Aspirin 75mg dispersible tablets,28.0,3.05,969811000001108
2026-01-01,Aspirin 75mg dispersible tablets,100.0,10.89,1113811000001107
2026-01-01,Aspirin 75mg gastro-resistant tablets,28.0,1.0,1005911000001107
2026-01-01,Aspirin 75mg tablets,28.0,2.95,1041711000001104
2026-01-01,Benzydamine 0.15% mouthwash sugar free,300.0,3.17,1079011000001101
2026-01-01,Betamethasone 500microgram soluble tablets sugar free,100.0,47.89,3694711000001106
2026-01-01,Bimatoprost 300micrograms/ml / Timolol 5mg/ml eye drops 0.4ml unit dose preservative free,30.0,9.5,23296111000001103
2026-01-01,Captopril 12.5mg tablets,56.0,27.95,1246911000001100
2026-01-01,Captopril 25mg tablets,56.0,25.95,1046811000001102
2026-01-01,Captopril 50mg tablets,56.0,26.95,1040911000001109
2026-01-01,Carbocisteine 375mg capsules,120.0,5.0,9757411000001106
2026-01-01,Carvedilol 6.25mg tablets,28.0,1.2,1166311000001108
2026-01-01,Chloramphenicol 0.5% eye drops,10.0,2.75,1064411000001101
2026-01-01,Chlordiazepoxide 10mg capsules,100.0,32.01,1038211000001103
2026-01-01,Cimetidine 400mg tablets,60.0,5.58,1087011000001100
2026-01-01,Ciprofloxacin 500mg tablets,10.0,5.2,1308211000001109
2026-01-01,Citalopram 20mg tablets,28.0,0.92,1112911000001109
2026-01-01,Clarithromycin 125mg/5ml oral suspension,70.0,11.82,967911000001105
2026-01-01,Clarithromycin 250mg/5ml oral suspension,70.0,26.48,1322811000001100
2026-01-01,Clobazam 10mg tablets,30.0,2.3,1034311000001101
2026-01-01,Clomipramine 50mg capsules,28.0,6.89,1313011000001108
2026-01-01,Clotrimazole 1% cream,50.0,3.21,1272111000001103
2026-01-01,Clotrimazole 500mg pessaries,1.0,5.04,976011000001101
2026-01-01,Co-amilofruse 5mg/40mg tablets,28.0,3.72,1245011000001108
2026-01-01,Co-careldopa 12.5mg/50mg tablets,90.0,6.18,977011000001103
2026-01-01,Co-careldopa 25mg/100mg tablets,100.0,7.51,1114811000001105
2026-01-01,Co-codamol 30mg/500mg capsules,100.0,5.68,1008911000001101
2026-01-01,Co-codamol 30mg/500mg tablets,30.0,1.4,974011000001106
2026-01-01,Co-codamol 30mg/500mg tablets,100.0,4.65,1285911000001101
2026-01-01,Co-codamol 8mg/500mg capsules,100.0,26.78,12872811000001103
2026-01-01,Co-codamol 8mg/500mg capsules,32.0,8.57,10687711000001100
2026-01-01,Codeine 15mg/5ml linctus sugar free,200.0,17.34,3444911000001104
2026-01-01,"Colecalciferol 1,000unit capsules",30.0,5.92,19182011000001104
2026-01-01,Cyclizine 50mg/1ml solution for injection ampoules,5.0,3.59,946211000001105
2026-01-01,Dexamethasone 500microgram tablets,28.0,1.75,15245811000001100
2026-01-01,Diclofenac sodium 50mg gastro-resistant tablets,28.0,6.86,1235911000001106
2026-01-01,Dipyridamole 200mg modified-release capsules,60.0,40.13,1249311000001108
2026-01-01,Docusate 50mg/5ml oral solution sugar free,300.0,15.59,1074511000001105
2026-01-01,Duloxetine 60mg gastro-resistant capsules,28.0,1.6,9039011000001105
2026-01-01,Enalapril 2.5mg tablets,28.0,4.16,1251811000001103
2026-01-01,Estradiol 10microgram pessaries,24.0,10.57,18093711000001102
2026-01-01,Estriol 0.01% vaginal cream with applicator,1.0,41.85,3194311000001106
2026-01-01,Famotidine 20mg tablets,28.0,2.72,941511000001104
2026-01-01,Fenofibrate micronised 267mg capsules,28.0,17.3,2957711000001104
2026-01-01,Fexofenadine 180mg tablets,30.0,3.75,1251611000001102
2026-01-01,Fusidic acid 1% modified-release eye drops,5.0,35.0,942311000001101
2026-01-01,Glycerol 4g suppositories,12.0,1.95,1190011000001105
2026-01-01,Haloperidol 1.5mg tablets,28.0,4.21,1027811000001103
2026-01-01,Hydrocortisone 5mg tablets,30.0,19.78,39930111000001109
2026-01-01,Hydroxocobalamin 1mg/1ml solution for injection ampoules,5.0,9.77,2858311000001109
2026-01-01,Hydroxychloroquine 200mg tablets,60.0,2.05,1018811000001108
2026-01-01,Ibandronic acid 150mg tablets,1.0,18.4,9544811000001102
2026-01-01,Ibandronic acid 50mg tablets,28.0,31.44,7540011000001105
2026-01-01,Indapamide 1.5mg modified-release tablets,30.0,1.4,1144411000001103
2026-01-01,Irbesartan 150mg tablets,28.0,4.1,1126711000001102
2026-01-01,Irbesartan 75mg tablets,28.0,1.1,979211000001102
2026-01-01,Itraconazole 100mg capsules,15.0,4.86,1160611000001100
2026-01-01,Ivabradine 2.5mg tablets,56.0,48.05,35305511000001100
2026-01-01,Labetalol 100mg tablets,56.0,4.09,1240311000001104
2026-01-01,Lactulose 3.1-3.7g/5ml oral solution,500.0,6.62,970711000001102
2026-01-01,Lansoprazole 30mg orodispersible tablets,28.0,3.2,4041611000001101
2026-01-01,Levetiracetam 100mg/ml oral solution sugar free,300.0,3.8,8176511000001104
2026-01-01,Lofepramine 70mg tablets,56.0,22.93,1279011000001106
2026-01-01,Lymecycline 408mg capsules,28.0,3.45,1002411000001107
2026-01-01,Lymecycline 408mg capsules,56.0,6.9,7335811000001108
2026-01-01,Mebeverine 135mg tablets,100.0,2.65,2899611000001103
2026-01-01,Mefenamic acid 500mg tablets,28.0,29.75,1241011000001106
2026-01-01,Melatonin 2mg modified-release tablets,30.0,2.48,19684211000001101
2026-01-01,Memantine 10mg/ml oral solution sugar free,50.0,9.15,18239411000001109
2026-01-01,Methenamine hippurate 1g tablets,60.0,19.57,3691711000001108
2026-01-01,Methylphenidate 20mg tablets,30.0,6.69,985711000001104
2026-01-01,Midazolam 10mg/2ml solution for injection ampoules,10.0,4.68,3382911000001109
2026-01-01,Mometasone 0.1% cream,100.0,11.06,1121511000001103
2026-01-01,Mometasone 0.1% cream,30.0,3.5,1242911000001104
2026-01-01,Morphine sulfate 10mg/1ml solution for injection ampoules,10.0,7.22,4382611000001101
2026-01-01,Naftidrofuryl 100mg capsules,84.0,10.5,1247411000001105
2026-01-01,Naproxen 250mg tablets,28.0,0.79,1204111000001102
2026-01-01,Nefopam 30mg tablets,90.0,7.22,941211000001102
2026-01-01,Nifedipine 5mg capsules,90.0,43.99,1107611000001102
2026-01-01,Nizatidine 150mg capsules,30.0,65.35,945711000001106
2026-01-01,Olanzapine 10mg tablets,28.0,2.32,1321711000001101
2026-01-01,Oxazepam 10mg tablets,28.0,4.37,1217911000001108
2026-01-01,Oxazepam 15mg tablets,28.0,6.54,1202211000001104
2026-01-01,Oxybutynin 2.5mg tablets,56.0,2.52,1052811000001100
2026-01-01,Oxybutynin 5mg tablets,56.0,3.85,990211000001103
2026-01-01,Oxycodone 5mg/5ml oral solution sugar free,250.0,6.42,2898011000001100
2026-01-01,Oxytetracycline 250mg tablets,28.0,28.19,3344811000001103
2026-01-01,Piroxicam 0.5% gel,112.0,2.6,1177611000001107
2026-01-01,Piroxicam 0.5% gel,60.0,1.39,1235611000001100
2026-01-01,Pizotifen 1.5mg tablets,28.0,1.29,975311000001108
2026-01-01,Prochlorperazine 3mg buccal tablets,50.0,12.95,1144711000001109
2026-01-01,Promethazine hydrochloride 25mg tablets,56.0,1.85,1152811000001105
2026-01-01,Propranolol 160mg modified-release capsules,28.0,5.9,1018511000001105
2026-01-01,Propranolol 40mg tablets,28.0,1.15,1122611000001105
2026-01-01,Propranolol 80mg modified-release capsules,28.0,24.4,1002511000001106
2026-01-01,Propranolol 80mg tablets,56.0,3.88,1243711000001109
2026-01-01,Pyridostigmine bromide 60mg tablets,200.0,14.0,1196311000001106
2026-01-01,Pyridoxine 10mg tablets,28.0,18.0,21679711000001108
2026-01-01,Rabeprazole 10mg gastro-resistant tablets,28.0,1.0,1256411000001106
2026-01-01,Rabeprazole 20mg gastro-resistant tablets,28.0,1.52,1129711000001107
2026-01-01,Ramipril 1.25mg capsules,28.0,1.19,996911000001105
2026-01-01,Ramipril 10mg capsules,28.0,1.1,1069111000001107
2026-01-01,Ramipril 10mg tablets,28.0,0.83,5011311000001105
2026-01-01,Ramipril 2.5mg capsules,28.0,1.1,1100011000001108
2026-01-01,Ramipril 5mg capsules,28.0,1.08,975711000001107
2026-01-01,Ramipril 5mg tablets,28.0,0.84,5011011000001107
2026-01-01,Repaglinide 500microgram tablets,90.0,25.36,1160711000001109
2026-01-01,Risperidone 500microgram tablets,20.0,2.52,1310211000001108
2026-01-01,Rosuvastatin 10mg tablets,28.0,4.84,4170911000001107
2026-01-01,Rosuvastatin 20mg tablets,28.0,1.4,4171211000001109
2026-01-01,Rosuvastatin 40mg tablets,28.0,1.26,4171911000001100
2026-01-01,Rosuvastatin 5mg tablets,28.0,1.45,9747311000001101
2026-01-01,Sitagliptin 100mg tablets,28.0,2.45,11473611000001104
2026-01-01,Sitagliptin 100mg/5ml oral solution sugar free,150.0,19.85,41204011000001104
2026-01-01,Sodium bicarbonate 500mg capsules,56.0,5.6,1289911000001104
2026-01-01,Sodium valproate 200mg/5ml oral solution sugar free,300.0,14.66,1307211000001105
2026-01-01,Solifenacin 10mg tablets,30.0,1.22,8045411000001102
2026-01-01,Solifenacin 5mg tablets,30.0,1.15,8045111000001107
2026-01-01,Sotalol 40mg tablets,28.0,0.96,1283411000001105
2026-01-01,Sotalol 80mg tablets,28.0,4.95,1197911000001105
2026-01-01,Sulfasalazine 500mg tablets,112.0,6.53,1146811000001108
2026-01-01,Sulpiride 200mg tablets,30.0,6.01,1305711000001109
2026-01-01,Thiamine 100mg tablets,100.0,2.59,3051111000001109
2026-01-01,Tibolone 2.5mg tablets,28.0,4.5,1205011000001104
2026-01-01,Timolol 0.25% eye drops,5.0,2.85,1122411000001107
2026-01-01,Timolol 0.5% eye drops,5.0,2.66,1020211000001103
2026-01-01,Tolterodine 1mg tablets,56.0,11.85,1010611000001106
2026-01-01,Tolterodine 2mg tablets,56.0,12.88,1287811000001101
2026-01-01,Tolterodine 4mg modified-release capsules,28.0,25.7,1305011000001107
2026-01-01,Topiramate 100mg tablets,60.0,1.93,1209511000001105
2026-01-01,Trihexyphenidyl 2mg tablets,84.0,125.25,1323711000001100
2026-01-01,Trimethoprim 100mg tablets,28.0,4.08,986811000001104
2026-01-01,Trimethoprim 50mg/5ml oral suspension sugar free,100.0,10.27,1315511000001101
2026-01-01,Valaciclovir 500mg tablets,10.0,14.71,1296511000001102
2026-01-01,Valsartan 160mg / Hydrochlorothiazide 25mg tablets,28.0,22.79,7668811000001100
2026-01-01,Valsartan 80mg capsules,28.0,7.0,959311000001107
2026-01-01,Venlafaxine 150mg modified-release tablets,30.0,6.32,15375311000001102
2026-01-01,Zolmitriptan 2.5mg orodispersible tablets sugar free,6.0,4.38,3640311000001105
2025-12-01,Alfuzosin 2.5mg tablets,60.0,7.21,3187411000001105
2025-12-01,Amiodarone 100mg tablets,28.0,5.04,1289211000001108
2025-12-01,Amiodarone 200mg tablets,28.0,10.07,1137911000001104
2025-12-01,Amoxicillin 250mg/5ml oral suspension,100.0,1.77,960811000001104
2025-12-01,Aripiprazole 2.5mg tablets,28.0,30.59,43971011000001104
2025-12-01,Aspirin 75mg dispersible tablets,28.0,0.88,969811000001108
2025-12-01,Aspirin 75mg dispersible tablets,100.0,3.14,1113811000001107
2025-12-01,Betamethasone 500microgram soluble tablets sugar free,100.0,45.91,3694711000001106
2025-12-01,Bimatoprost 300micrograms/ml / Timolol 5mg/ml eye drops 0.4ml unit dose preservative free,30.0,9.9,23296111000001103
2025-12-01,Bumetanide 1mg tablets,28.0,2.51,979611000001100
2025-12-01,Carbocisteine 250mg/5ml oral solution,300.0,4.25,3328911000001103
2025-12-01,Carbocisteine 375mg capsules,120.0,5.29,9757411000001106
2025-12-01,Cefalexin 125mg/5ml oral suspension sugar free,100.0,4.64,4861611000001108
2025-12-01,Cefalexin 250mg/5ml oral suspension sugar free,100.0,6.05,4513811000001109
2025-12-01,Cefalexin 500mg tablets,21.0,2.54,1052711000001108
2025-12-01,Cimetidine 400mg tablets,60.0,5.38,1087011000001100
2025-12-01,Cinacalcet 30mg tablets,28.0,4.57,8952011000001108
2025-12-01,Ciprofloxacin 500mg tablets,10.0,5.72,1308211000001109
2025-12-01,Citalopram 10mg tablets,28.0,0.69,1201711000001104
2025-12-01,Citalopram 20mg tablets,28.0,1.43,1112911000001109
2025-12-01,Clarithromycin 125mg/5ml oral suspension,70.0,11.87,967911000001105
2025-12-01,Clarithromycin 250mg/5ml oral suspension,70.0,25.42,1322811000001100
2025-12-01,Clotrimazole 1% cream,50.0,3.75,1272111000001103
2025-12-01,Clotrimazole 500mg pessaries,1.0,5.07,976011000001101
2025-12-01,Co-careldopa 12.5mg/50mg tablets,90.0,5.65,977011000001103
2025-12-01,Co-careldopa 25mg/100mg tablets,100.0,7.68,1114811000001105
2025-12-01,Co-codamol 30mg/500mg tablets,30.0,1.4,974011000001106
2025-12-01,Co-codamol 30mg/500mg tablets,100.0,4.65,1285911000001101
2025-12-01,Co-codamol 8mg/500mg capsules,100.0,24.83,12872811000001103
2025-12-01,Co-codamol 8mg/500mg capsules,32.0,7.95,10687711000001100
2025-12-01,Cyclizine 50mg/1ml solution for injection ampoules,5.0,3.56,946211000001105
2025-12-01,Dexamethasone 500microgram tablets,28.0,1.96,15245811000001100
2025-12-01,Diclofenac sodium 50mg gastro-resistant tablets,28.0,1.11,1235911000001106
2025-12-01,Dutasteride 500microgram capsules,30.0,2.46,4361711000001101
2025-12-01,Esomeprazole 20mg gastro-resistant capsules,28.0,2.35,17603511000001107
2025-12-01,Esomeprazole 40mg gastro-resistant capsules,28.0,2.3,17603211000001109
2025-12-01,Estradiol 10microgram pessaries,24.0,11.0,18093711000001102
2025-12-01,Estriol 0.01% vaginal cream with applicator,1.0,47.05,3194311000001106
2025-12-01,Famotidine 20mg tablets,28.0,2.5,941511000001104
