month,source,source_url,drug_name,pack_size,concessionary_price_pence,price_raw
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/retrospective-top-up-payment-for-concessionary-prices/,Oxytetracycline 250mg tablets (28 pack),,425,August 2025
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Perindopril erbumine 2mg tablets,30,183,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Perindopril erbumine 4mg tablets,30,276,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Perindopril erbumine 8mg tablets,30,451,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/retrospective-top-up-payment-for-concessionary-prices/,Pioglitazone 30mg tablets (28 pack),,291,July 2025
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/retrospective-top-up-payment-for-concessionary-prices/,Pioglitazone 45mg tablets (28 pack),,309,July 2025
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Pizotifen 1.5mg tablets,28,149,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Pregabalin 100mg capsules,84,247,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Pregabalin 150mg capsules,56,215,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Pregabalin 200mg capsules,84,339,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Pregabalin 225mg capsules,56,212,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Pregabalin 25mg capsules,56,130,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Pregabalin 300mg capsules,56,309,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Pregabalin 50mg capsules,84,224,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Pregabalin 75mg capsules,56,179,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/retrospective-top-up-payment-for-concessionary-prices/,Prochlorperazine 3mg buccal tablets (50 pack),,317,September 2025
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Promethazine hydrochloride 25mg tablets,56,216,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Propranolol 40mg tablets,28,75,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Propranolol 80mg modified-release capsules,28,1300,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Propranolol 80mg tablets,56,307,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Pyridostigmine bromide 60mg tablets,200,1520,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Quinine sulfate 300mg tablets,28,200,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Rabeprazole 10mg gastro-resistant tablets,28,149,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Rabeprazole 20mg gastro-resistant tablets,28,214,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Ramipril 1.25mg capsules,28,135,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Ramipril 10mg capsules,28,85,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Ramipril 2.5mg capsules,28,73,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Ramipril 5mg capsules,28,79,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Ranolazine 750mg modified-release tablets,60,760,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Repaglinide 1mg tablets,90,3009,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Repaglinide 2mg tablets,90,2026,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Repaglinide 500microgram tablets,90,2409,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Risperidone 500microgram tablets,20,213,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Rosuvastatin 10mg tablets,28,220,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Rosuvastatin 20mg tablets,28,269,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Rosuvastatin 40mg tablets,28,181,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Rosuvastatin 5mg tablets,28,152,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Sitagliptin 100mg/5ml oral solution sugar free,150,7500,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Sodium bicarbonate 500mg capsules,56,527,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Sotalol 40mg tablets,28,267,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Sotalol 80mg tablets,28,495,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Spironolactone 25mg tablets,28,92,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Sulfasalazine 500mg tablets,112,661,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Sulpiride 200mg tablets,30,571,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Tibolone 2.5mg tablets,28,550,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Timolol 0.25% eye drops,5,245,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Timolol 0.5% eye drops,5,257,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Tolterodine 1mg tablets,56,1082,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Tolterodine 2mg tablets,56,1198,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Tolterodine 4mg modified-release capsules,28,1353,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Topiramate 100mg tablets,60,195,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Tramadol 50mg capsules,30,81,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Tramadol 50mg capsules,100,271,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Travoprost 40micrograms/ml eye drops,2.5,183,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Trihexyphenidyl 2mg tablets,84,12910,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Trimethoprim 100mg tablets,28,390,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Trimethoprim 50mg/5ml oral suspension sugar free,100,878,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/retrospective-top-up-payment-for-concessionary-prices/,Trimethoprim 50mg/5ml oral suspension sugar free (100ml pack),,844,September 2025
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Valaciclovir 500mg tablets,10,1288,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Valsartan 80mg capsules,28,570,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Venlafaxine 150mg modified-release tablets,30,629,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Venlafaxine 37.5mg tablets,56,260,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Venlafaxine 75mg tablets,56,669,
2026-04,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/,Zolmitriptan 2.5mg orodispersible tablets sugar free,6,305,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Aciclovir 400mg tablets,56,220,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Alfuzosin 2.5mg tablets,60,671,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Amiodarone 100mg tablets,28,423,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Amiodarone 200mg tablets,28,789,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Amisulpride 200mg tablets,60,1013,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Amlodipine 2.5mg tablets,28,358,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Amoxicillin 250mg/5ml oral suspension,100,137,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Amoxicillin 250mg/5ml oral suspension,100ml,144,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Aqueous cream,100,99,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Aqueous cream,500,580,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Aripiprazole 2.5mg tablets,28,2969,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Ascorbic acid 200mg tablets,28,4705,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Aspirin 75mg dispersible tablets,28,304,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Aspirin 75mg dispersible tablets,100,1086,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Aspirin 75mg gastro-resistant tablets,28,200,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Aspirin 75mg tablets,28,217,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Benzydamine 0.15% mouthwash sugar free,300,331,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Benzydamine 0.15% mouthwash sugar free,300ml,317,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Benzydamine 0.15% oromucosal spray sugar free,30,375,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Betamethasone 500microgram soluble tablets sugar free,100,4789,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Bimatoprost 300micrograms/ml / Timolol 5mg/ml eye drops 0.4ml unit dose preservative free,30,942,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Bumetanide 1mg tablets,28,250,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Captopril 12.5mg tablets,56,2904,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Captopril 25mg tablets,56,2595,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Captopril 50mg tablets,56,3900,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Carbocisteine 250mg/5ml oral solution,300ml,425,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Carbocisteine 375mg capsules,120,375,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Carvedilol 6.25mg tablets,28,120,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Cefalexin 125mg/5ml oral suspension sugar free,100,450,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Cefalexin 125mg/5ml oral suspension sugar free,100ml,463,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Cefalexin 250mg/5ml oral suspension sugar free,100,470,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Cefalexin 250mg/5ml oral suspension sugar free,100ml,605,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Cefalexin 500mg tablets,21,254,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Chloramphenicol 0.5% eye drops,10,235,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Chloramphenicol 0.5% eye drops,10ml,275,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Chloramphenicol 1% eye ointment,4,299,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Chlordiazepoxide 10mg capsules,100,3201,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Cimetidine 400mg tablets,60,555,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Cinacalcet 30mg tablets,28,457,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Ciprofloxacin 500mg tablets,10,416,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Citalopram 10mg tablets,28,69,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Citalopram 20mg tablets,28,92,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Clarithromycin 125mg/5ml oral suspension,70,1110,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Clarithromycin 125mg/5ml oral suspension,70ml,1182,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Clarithromycin 250mg/5ml oral suspension,70,2350,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Clarithromycin 250mg/5ml oral suspension,70ml,2648,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Clobazam 10mg tablets,30,250,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Clomipramine 50mg capsules,28,699,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Clotrimazole 1% cream,50,329,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Clotrimazole 1% cream,50g,321,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Clotrimazole 500mg pessaries,1,645,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Co-amilofruse 5mg/40mg tablets,28,372,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Co-careldopa 12.5mg/50mg tablets,90,571,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Co-careldopa 25mg/100mg tablets,100,688,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Co-codamol 30mg/500mg capsules,100,568,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Co-codamol 30mg/500mg tablets,30,209,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Co-codamol 30mg/500mg tablets,100,695,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Co-codamol 8mg/500mg capsules,32,775,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Co-codamol 8mg/500mg capsules,100,2422,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Co-codamol 8mg/500mg effervescent tablets,32,224,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Co-codamol 8mg/500mg effervescent tablets,100,700,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Codeine 15mg tablets,28,92,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Codeine 15mg tablets,100,329,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Codeine 15mg/5ml linctus sugar free,200,1734,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Codeine 15mg/5ml linctus sugar free,200ml,1734,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,"Colecalciferol 1,000unit capsules",30,592,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Cyclizine 50mg/1ml solution for injection ampoules,5,341,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Dexamethasone 500microgram tablets,28,175,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Diclofenac sodium 50mg gastro-resistant tablets,28,580,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Dipyridamole 200mg modified-release capsules,60,3978,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Docusate 50mg/5ml oral solution sugar free,300,1559,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Docusate 50mg/5ml oral solution sugar free,300ml,1559,
archive,BSO NI,https://bso.hscni.net/directorates/operations/family-practitioner-services/pharmacy/contractor-information/drug-tariff-and-related-materials/concessionary-prices/concessionary-prices-archive/,Duloxetine 30mg gastro-resistant capsules,28,145,
