drug,month,price_gbp
Amoxicillin 125mg/5ml oral suspension,2022-01,1.08
Amoxicillin 125mg/5ml oral suspension,2022-04,1.07
Amoxicillin 125mg/5ml oral suspension,2022-07,1.11
Amoxicillin 125mg/5ml oral suspension,2022-10,1.35
Amoxicillin 125mg/5ml oral suspension,2022-12,1.39
Amoxicillin 125mg/5ml oral suspension,2023-01,1.42
Amoxicillin 125mg/5ml oral suspension,2023-04,2.29
Amoxicillin 125mg/5ml oral suspension,2023-07,3.7
Amoxicillin 125mg/5ml oral suspension,2023-10,2.77
Amoxicillin 125mg/5ml oral suspension,2024-01,1.65
Amoxicillin 125mg/5ml oral suspension,2024-04,1.75
Amoxicillin 125mg/5ml oral suspension,2024-07,1.72
Amoxicillin 125mg/5ml oral suspension,2024-08,1.62
Amoxicillin 125mg/5ml oral suspension,2024-09,1.62
Amoxicillin 125mg/5ml oral suspension,2024-10,1.82
Amoxicillin 125mg/5ml oral suspension,2025-01,1.57
Amoxicillin 125mg/5ml oral suspension,2025-04,1.43
Amoxicillin 125mg/5ml oral suspension,2025-07,1.33
Amoxicillin 125mg/5ml oral suspension,2025-09,1.33
Amoxicillin 125mg/5ml oral suspension,2025-10,1.24
Amoxicillin 125mg/5ml oral suspension,2026-01,1.15
Amoxicillin 125mg/5ml oral suspension sugar free,2021-01,1.73
Amoxicillin 125mg/5ml oral suspension sugar free,2021-04,1.59
Amoxicillin 125mg/5ml oral suspension sugar free,2021-07,1.79
Amoxicillin 125mg/5ml oral suspension sugar free,2021-10,1.55
Amoxicillin 125mg/5ml oral suspension sugar free,2022-01,1.11
Amoxicillin 125mg/5ml oral suspension sugar free,2022-04,1.45
Amoxicillin 125mg/5ml oral suspension sugar free,2022-07,1.41
Amoxicillin 125mg/5ml oral suspension sugar free,2022-10,1.28
Amoxicillin 125mg/5ml oral suspension sugar free,2022-12,1.32
Amoxicillin 125mg/5ml oral suspension sugar free,2023-01,1.89
Amoxicillin 125mg/5ml oral suspension sugar free,2023-04,2.4
Amoxicillin 125mg/5ml oral suspension sugar free,2023-07,3.5
Amoxicillin 125mg/5ml oral suspension sugar free,2023-10,2.35
Amoxicillin 125mg/5ml oral suspension sugar free,2024-01,2.3
Amoxicillin 125mg/5ml oral suspension sugar free,2024-04,1.75
Amoxicillin 125mg/5ml oral suspension sugar free,2024-07,1.45
Amoxicillin 125mg/5ml oral suspension sugar free,2024-08,1.34
Amoxicillin 125mg/5ml oral suspension sugar free,2024-09,1.34
Amoxicillin 125mg/5ml oral suspension sugar free,2024-10,1.47
Amoxicillin 125mg/5ml oral suspension sugar free,2025-01,1.57
Amoxicillin 125mg/5ml oral suspension sugar free,2025-04,1.23
Amoxicillin 125mg/5ml oral suspension sugar free,2025-07,1.08
Amoxicillin 125mg/5ml oral suspension sugar free,2025-09,1.08
Amoxicillin 125mg/5ml oral suspension sugar free,2025-10,0.76
Amoxicillin 125mg/5ml oral suspension sugar free,2026-01,0.82
Amoxicillin 250mg capsules,2021-01,1.37
Amoxicillin 250mg capsules,2021-04,1.4
Amoxicillin 250mg capsules,2021-07,1.23
Amoxicillin 250mg capsules,2021-10,1.18
Amoxicillin 250mg capsules,2022-01,0.99
Amoxicillin 250mg capsules,2022-04,1.02
Amoxicillin 250mg capsules,2022-07,0.97
Amoxicillin 250mg capsules,2022-10,0.99
Amoxicillin 250mg capsules,2022-12,1.03
Amoxicillin 250mg capsules,2023-01,1.25
Amoxicillin 250mg capsules,2023-04,1.31
Amoxicillin 250mg capsules,2023-07,1.42
Amoxicillin 250mg capsules,2023-10,1.19
Amoxicillin 250mg capsules,2024-01,1.12
Amoxicillin 250mg capsules,2024-04,1.07
Amoxicillin 250mg capsules,2024-07,1.23
Amoxicillin 250mg capsules,2024-08,1.08
Amoxicillin 250mg capsules,2024-09,1.08
Amoxicillin 250mg capsules,2024-10,0.91
Amoxicillin 250mg capsules,2025-01,0.94
Amoxicillin 250mg capsules,2025-04,0.9
Amoxicillin 250mg capsules,2025-07,0.89
Amoxicillin 250mg capsules,2025-09,0.89
Amoxicillin 250mg capsules,2025-10,0.8
Amoxicillin 250mg capsules,2026-01,0.83
Amoxicillin 250mg/5ml oral suspension,2021-01,1.99
Amoxicillin 250mg/5ml oral suspension,2021-04,1.99
Amoxicillin 250mg/5ml oral suspension,2021-07,1.68
Amoxicillin 250mg/5ml oral suspension,2021-10,1.43
Amoxicillin 250mg/5ml oral suspension,2022-01,1.17
Amoxicillin 250mg/5ml oral suspension,2022-04,1.26
Amoxicillin 250mg/5ml oral suspension,2022-07,1.45
Amoxicillin 250mg/5ml oral suspension,2022-10,2.21
Amoxicillin 250mg/5ml oral suspension,2022-12,2.3
Amoxicillin 250mg/5ml oral suspension,2023-01,2.49
Amoxicillin 250mg/5ml oral suspension,2023-04,2.88
Amoxicillin 250mg/5ml oral suspension,2023-07,4.35
Amoxicillin 250mg/5ml oral suspension,2023-10,2.65
Amoxicillin 250mg/5ml oral suspension,2024-01,1.88
Amoxicillin 250mg/5ml oral suspension,2024-04,1.95
Amoxicillin 250mg/5ml oral suspension,2024-07,2.09
Amoxicillin 250mg/5ml oral suspension,2024-08,2.0
Amoxicillin 250mg/5ml oral suspension,2024-09,2.0
Amoxicillin 250mg/5ml oral suspension,2024-10,1.91
Amoxicillin 250mg/5ml oral suspension,2025-01,1.66
Amoxicillin 250mg/5ml oral suspension,2025-04,1.61
Amoxicillin 250mg/5ml oral suspension,2025-07,1.49
Amoxicillin 250mg/5ml oral suspension,2025-09,1.49
Amoxicillin 250mg/5ml oral suspension,2025-10,1.46
Amoxicillin 250mg/5ml oral suspension,2026-01,1.32
Amoxicillin 250mg/5ml oral suspension sugar free,2021-01,1.72
Amoxicillin 250mg/5ml oral suspension sugar free,2021-04,1.64
Amoxicillin 250mg/5ml oral suspension sugar free,2021-07,1.44
Amoxicillin 250mg/5ml oral suspension sugar free,2021-10,1.48
Amoxicillin 250mg/5ml oral suspension sugar free,2022-01,1.42
Amoxicillin 250mg/5ml oral suspension sugar free,2022-04,1.29
Amoxicillin 250mg/5ml oral suspension sugar free,2022-07,1.66
Amoxicillin 250mg/5ml oral suspension sugar free,2022-10,2.06
Amoxicillin 250mg/5ml oral suspension sugar free,2022-12,2.14
Amoxicillin 250mg/5ml oral suspension sugar free,2023-01,2.29
Amoxicillin 250mg/5ml oral suspension sugar free,2023-04,3.11
Amoxicillin 250mg/5ml oral suspension sugar free,2023-07,3.52
Amoxicillin 250mg/5ml oral suspension sugar free,2023-10,2.67
Amoxicillin 250mg/5ml oral suspension sugar free,2024-01,2.48
Amoxicillin 250mg/5ml oral suspension sugar free,2024-04,2.15
Amoxicillin 250mg/5ml oral suspension sugar free,2024-07,2.18
Amoxicillin 250mg/5ml oral suspension sugar free,2024-08,2.1
Amoxicillin 250mg/5ml oral suspension sugar free,2024-09,2.1
Amoxicillin 250mg/5ml oral suspension sugar free,2024-10,1.88
Amoxicillin 250mg/5ml oral suspension sugar free,2025-01,1.94
Amoxicillin 250mg/5ml oral suspension sugar free,2025-04,1.65
Amoxicillin 250mg/5ml oral suspension sugar free,2025-07,1.78
Amoxicillin 250mg/5ml oral suspension sugar free,2025-09,1.78
Amoxicillin 250mg/5ml oral suspension sugar free,2025-10,1.34
Amoxicillin 250mg/5ml oral suspension sugar free,2026-01,1.12
Amoxicillin 500mg capsules,2021-01,1.33
Amoxicillin 500mg capsules,2021-04,1.45
Amoxicillin 500mg capsules,2021-07,1.26
Amoxicillin 500mg capsules,2021-10,1.21
Amoxicillin 500mg capsules,2022-01,1.09
Amoxicillin 500mg capsules,2022-04,1.19
Amoxicillin 500mg capsules,2022-07,1.73
Amoxicillin 500mg capsules,2022-10,1.6
Amoxicillin 500mg capsules,2022-12,1.64
Amoxicillin 500mg capsules,2023-01,2.09
Amoxicillin 500mg capsules,2023-04,2.21
Amoxicillin 500mg capsules,2023-07,2.12
Amoxicillin 500mg capsules,2023-10,1.48
Amoxicillin 500mg capsules,2024-01,1.35
Amoxicillin 500mg capsules,2024-04,1.3
Amoxicillin 500mg capsules,2024-07,1.44
Amoxicillin 500mg capsules,2024-08,1.3
Amoxicillin 500mg capsules,2024-09,1.3
Amoxicillin 500mg capsules,2024-10,1.18
Amoxicillin 500mg capsules,2025-01,1.19
Amoxicillin 500mg capsules,2025-04,1.16
Amoxicillin 500mg capsules,2025-07,1.12
Amoxicillin 500mg capsules,2025-09,1.12
Amoxicillin 500mg capsules,2025-10,1.04
Amoxicillin 500mg capsules,2026-01,0.95
Anastrozole 1mg tablets,2021-01,1.85
Anastrozole 1mg tablets,2021-04,1.93
Anastrozole 1mg tablets,2021-07,1.64
Anastrozole 1mg tablets,2021-10,1.47
Anastrozole 1mg tablets,2022-01,1.2
Anastrozole 1mg tablets,2022-04,1.18
Anastrozole 1mg tablets,2022-07,1.05
Anastrozole 1mg tablets,2022-10,1.05
Anastrozole 1mg tablets,2022-12,1.08
Anastrozole 1mg tablets,2023-01,1.09
Anastrozole 1mg tablets,2023-04,1.09
Anastrozole 1mg tablets,2023-07,1.02
Anastrozole 1mg tablets,2023-10,0.95
Anastrozole 1mg tablets,2024-01,0.96
Anastrozole 1mg tablets,2024-04,1.12
Anastrozole 1mg tablets,2024-07,1.32
Anastrozole 1mg tablets,2024-08,1.2
Anastrozole 1mg tablets,2024-09,1.2
Anastrozole 1mg tablets,2024-10,1.29
Anastrozole 1mg tablets,2025-01,1.19
Anastrozole 1mg tablets,2025-04,1.37
Anastrozole 1mg tablets,2025-07,1.28
Anastrozole 1mg tablets,2025-09,1.28
Anastrozole 1mg tablets,2025-10,1.19
Anastrozole 1mg tablets,2026-01,0.98
Apixaban 2.5mg tablets,2023-07,49.96
Apixaban 2.5mg tablets,2023-10,16.19
Apixaban 2.5mg tablets,2024-01,4.92
Apixaban 2.5mg tablets,2024-04,2.91
Apixaban 2.5mg tablets,2024-07,2.55
Apixaban 2.5mg tablets,2024-08,2.48
Apixaban 2.5mg tablets,2024-09,2.48
Apixaban 2.5mg tablets,2024-10,1.95
Apixaban 2.5mg tablets,2025-01,3.1
Apixaban 2.5mg tablets,2025-04,2.97
Apixaban 2.5mg tablets,2025-07,1.66
Apixaban 2.5mg tablets,2025-09,1.66
Apixaban 2.5mg tablets,2025-10,1.16
Apixaban 2.5mg tablets,2026-01,1.03
Apixaban 5mg tablets,2023-07,43.12
Apixaban 5mg tablets,2023-10,15.73
Apixaban 5mg tablets,2024-01,4.97
Apixaban 5mg tablets,2024-04,2.83
Apixaban 5mg tablets,2024-07,2.29
Apixaban 5mg tablets,2024-08,2.21
Apixaban 5mg tablets,2024-09,2.21
Apixaban 5mg tablets,2024-10,2.15
Apixaban 5mg tablets,2025-01,3.76
Apixaban 5mg tablets,2025-04,2.84
Apixaban 5mg tablets,2025-07,1.69
Apixaban 5mg tablets,2025-09,1.69
Apixaban 5mg tablets,2025-10,1.18
Apixaban 5mg tablets,2026-01,1.09
Aqueous cream,2021-01,2.73
Aqueous cream,2021-04,2.91
Aqueous cream,2021-07,2.64
Aqueous cream,2021-10,2.31
Aqueous cream,2022-01,2.01
Aqueous cream,2022-04,2.07
Aqueous cream,2022-07,4.14
Aqueous cream,2022-10,4.32
Aqueous cream,2022-12,4.5
Aqueous cream,2023-01,4.29
Aqueous cream,2023-04,4.32
Aqueous cream,2023-07,4.2
Aqueous cream,2023-10,3.96
Aqueous cream,2024-01,2.28
Aqueous cream,2024-04,4.08
Aqueous cream,2024-07,3.45
Aqueous cream,2024-08,3.09
Aqueous cream,2024-09,3.09
Aqueous cream,2024-10,2.97
Aqueous cream,2025-01,4.02
Aqueous cream,2025-04,4.59
Aqueous cream,2025-07,4.41
Aqueous cream,2025-09,4.41
Aqueous cream,2025-10,3.48
Aqueous cream,2026-01,2.04
Aripiprazole 10mg tablets,2021-01,1.57
Aripiprazole 10mg tablets,2021-04,1.61
Aripiprazole 10mg tablets,2021-07,1.37
Aripiprazole 10mg tablets,2021-10,1.28
Aripiprazole 10mg tablets,2022-01,1.15
Aripiprazole 10mg tablets,2022-04,1.11
Aripiprazole 10mg tablets,2022-07,1.0
Aripiprazole 10mg tablets,2022-10,1.44
Aripiprazole 10mg tablets,2022-12,1.49
Aripiprazole 10mg tablets,2023-01,22.82
Aripiprazole 10mg tablets,2023-04,16.29
Aripiprazole 10mg tablets,2023-07,10.35
Aripiprazole 10mg tablets,2023-10,5.94
Aripiprazole 10mg tablets,2024-01,3.9
Aripiprazole 10mg tablets,2024-04,3.69
Aripiprazole 10mg tablets,2024-07,7.74
Aripiprazole 10mg tablets,2024-08,7.87
Aripiprazole 10mg tablets,2024-09,7.87
Aripiprazole 10mg tablets,2024-10,4.33
Aripiprazole 10mg tablets,2025-01,1.94
Aripiprazole 10mg tablets,2025-04,1.65
Aripiprazole 10mg tablets,2025-07,1.48
Aripiprazole 10mg tablets,2025-09,1.48
Aripiprazole 10mg tablets,2025-10,1.23
Aripiprazole 10mg tablets,2026-01,1.0
Aripiprazole 15mg tablets,2021-01,1.74
Aripiprazole 15mg tablets,2021-04,1.55
Aripiprazole 15mg tablets,2021-07,1.48
Aripiprazole 15mg tablets,2021-10,1.34
Aripiprazole 15mg tablets,2022-01,1.18
Aripiprazole 15mg tablets,2022-04,1.19
Aripiprazole 15mg tablets,2022-07,1.06
Aripiprazole 15mg tablets,2022-10,1.35
Aripiprazole 15mg tablets,2022-12,1.4
Aripiprazole 15mg tablets,2023-01,7.29
Aripiprazole 15mg tablets,2023-04,18.8
Aripiprazole 15mg tablets,2023-07,9.96
Aripiprazole 15mg tablets,2023-10,6.3
Aripiprazole 15mg tablets,2024-01,4.01
Aripiprazole 15mg tablets,2024-04,3.87
Aripiprazole 15mg tablets,2024-07,6.66
Aripiprazole 15mg tablets,2024-08,6.74
Aripiprazole 15mg tablets,2024-09,6.74
Aripiprazole 15mg tablets,2024-10,4.59
Aripiprazole 15mg tablets,2025-01,2.43
Aripiprazole 15mg tablets,2025-04,1.77
Aripiprazole 15mg tablets,2025-07,1.61
Aripiprazole 15mg tablets,2025-09,1.61
Aripiprazole 15mg tablets,2025-10,1.17
Aripiprazole 15mg tablets,2026-01,0.98
Aripiprazole 5mg tablets,2021-01,1.38
Aripiprazole 5mg tablets,2021-04,1.4
Aripiprazole 5mg tablets,2021-07,1.26
Aripiprazole 5mg tablets,2021-10,1.23
Aripiprazole 5mg tablets,2022-01,1.04
Aripiprazole 5mg tablets,2022-04,1.09
Aripiprazole 5mg tablets,2022-07,0.89
Aripiprazole 5mg tablets,2022-10,1.06
Aripiprazole 5mg tablets,2022-12,1.1
Aripiprazole 5mg tablets,2023-01,4.9
Aripiprazole 5mg tablets,2023-04,20.05
Aripiprazole 5mg tablets,2023-07,12.6
Aripiprazole 5mg tablets,2023-10,5.97
Aripiprazole 5mg tablets,2024-01,3.84
Aripiprazole 5mg tablets,2024-04,3.65
Aripiprazole 5mg tablets,2024-07,6.25
Aripiprazole 5mg tablets,2024-08,5.82
Aripiprazole 5mg tablets,2024-09,5.82
Aripiprazole 5mg tablets,2024-10,4.33
Aripiprazole 5mg tablets,2025-01,1.9
Aripiprazole 5mg tablets,2025-04,1.63
Aripiprazole 5mg tablets,2025-07,1.44
Aripiprazole 5mg tablets,2025-09,1.44
Aripiprazole 5mg tablets,2025-10,1.12
Aripiprazole 5mg tablets,2026-01,0.95
Aspirin 300mg dispersible tablets,2021-01,3.01
Aspirin 300mg dispersible tablets,2021-04,2.91
Aspirin 300mg dispersible tablets,2021-07,2.62
Aspirin 300mg dispersible tablets,2021-10,2.33
Aspirin 300mg dispersible tablets,2022-01,2.16
Aspirin 300mg dispersible tablets,2022-04,1.07
Aspirin 300mg dispersible tablets,2022-07,1.06
Aspirin 300mg dispersible tablets,2022-10,1.41
Aspirin 300mg dispersible tablets,2022-12,1.46
Aspirin 75mg dispersible tablets,2021-01,2.26
Aspirin 75mg dispersible tablets,2021-04,3.0
Aspirin 75mg dispersible tablets,2021-07,2.7
Aspirin 75mg dispersible tablets,2021-10,2.36
Aspirin 75mg dispersible tablets,2022-01,2.1
Aspirin 75mg dispersible tablets,2022-04,2.15
Aspirin 75mg dispersible tablets,2022-07,1.69
Aspirin 75mg dispersible tablets,2022-10,1.58
Aspirin 75mg dispersible tablets,2022-12,1.62
Aspirin 75mg dispersible tablets,2023-01,1.67
Aspirin 75mg dispersible tablets,2023-04,2.01
Aspirin 75mg dispersible tablets,2023-07,2.17
Aspirin 75mg dispersible tablets,2023-10,1.76
Aspirin 75mg dispersible tablets,2024-01,1.78
Aspirin 75mg dispersible tablets,2024-04,1.85
Aspirin 75mg dispersible tablets,2024-07,2.06
Aspirin 75mg dispersible tablets,2024-08,1.76
Aspirin 75mg dispersible tablets,2024-09,1.76
Aspirin 75mg dispersible tablets,2024-10,1.58
Aspirin 75mg dispersible tablets,2025-01,1.64
Aspirin 75mg dispersible tablets,2025-04,1.51
Aspirin 75mg dispersible tablets,2025-07,1.8
Aspirin 75mg dispersible tablets,2025-09,1.8
Aspirin 75mg dispersible tablets,2025-10,1.53
Aspirin 75mg dispersible tablets,2026-01,1.58
Aspirin 75mg gastro-resistant tablets,2021-01,1.4
Aspirin 75mg gastro-resistant tablets,2021-04,1.34
Aspirin 75mg gastro-resistant tablets,2021-07,1.18
Aspirin 75mg gastro-resistant tablets,2021-10,1.06
Aspirin 75mg gastro-resistant tablets,2022-01,0.91
Aspirin 75mg gastro-resistant tablets,2022-04,0.89
Aspirin 75mg gastro-resistant tablets,2022-07,0.9
Aspirin 75mg gastro-resistant tablets,2022-10,0.89
Aspirin 75mg gastro-resistant tablets,2022-12,0.92
Aspirin 75mg gastro-resistant tablets,2023-01,0.89
Aspirin 75mg gastro-resistant tablets,2023-04,0.93
Aspirin 75mg gastro-resistant tablets,2023-07,0.96
Aspirin 75mg gastro-resistant tablets,2023-10,0.86
Aspirin 75mg gastro-resistant tablets,2024-01,0.85
Aspirin 75mg gastro-resistant tablets,2024-04,0.82
Aspirin 75mg gastro-resistant tablets,2024-07,0.98
Aspirin 75mg gastro-resistant tablets,2024-08,0.85
Aspirin 75mg gastro-resistant tablets,2024-09,0.85
Aspirin 75mg gastro-resistant tablets,2024-10,0.73
Aspirin 75mg gastro-resistant tablets,2025-01,0.77
Aspirin 75mg gastro-resistant tablets,2025-04,0.76
Aspirin 75mg gastro-resistant tablets,2025-07,0.81
Aspirin 75mg gastro-resistant tablets,2025-09,0.81
Aspirin 75mg gastro-resistant tablets,2025-10,0.77
Aspirin 75mg gastro-resistant tablets,2026-01,0.73
Aspirin 75mg tablets,2021-01,1.21
Aspirin 75mg tablets,2021-04,1.26
Aspirin 75mg tablets,2021-07,1.03
Aspirin 75mg tablets,2021-10,1.01
Aspirin 75mg tablets,2022-01,0.87
Aspirin 75mg tablets,2022-04,0.86
Aspirin 75mg tablets,2022-07,0.75
Aspirin 75mg tablets,2022-10,0.73
Aspirin 75mg tablets,2022-12,0.75
Aspirin 75mg tablets,2023-01,0.74
Aspirin 75mg tablets,2023-04,0.77
Aspirin 75mg tablets,2023-07,0.74
Aspirin 75mg tablets,2023-10,0.68
Aspirin 75mg tablets,2024-01,0.7
Aspirin 75mg tablets,2024-04,0.66
Aspirin 75mg tablets,2024-07,0.83
Aspirin 75mg tablets,2024-08,0.7
Aspirin 75mg tablets,2024-09,0.7
Aspirin 75mg tablets,2024-10,0.67
Aspirin 75mg tablets,2025-01,0.72
Aspirin 75mg tablets,2025-04,0.73
Aspirin 75mg tablets,2025-07,0.69
Aspirin 75mg tablets,2025-09,0.69
Aspirin 75mg tablets,2025-10,0.65
Aspirin 75mg tablets,2026-01,0.63
Atenolol 100mg tablets,2021-01,0.94
Atenolol 100mg tablets,2021-04,0.98
Atenolol 100mg tablets,2021-07,0.89
Atenolol 100mg tablets,2021-10,0.85
Atenolol 100mg tablets,2022-01,0.76
Atenolol 100mg tablets,2022-04,0.76
Atenolol 100mg tablets,2022-07,0.73
Atenolol 100mg tablets,2022-10,1.08
Atenolol 100mg tablets,2022-12,1.11
Atenolol 100mg tablets,2023-01,1.17
Atenolol 100mg tablets,2023-04,1.22
Atenolol 100mg tablets,2023-07,1.11
Atenolol 100mg tablets,2023-10,0.98
Atenolol 100mg tablets,2024-01,0.89
Atenolol 100mg tablets,2024-04,0.8
Atenolol 100mg tablets,2024-07,0.92
Atenolol 100mg tablets,2024-08,0.8
Atenolol 100mg tablets,2024-09,0.8
Atenolol 100mg tablets,2024-10,0.72
Atenolol 100mg tablets,2025-01,0.67
Atenolol 100mg tablets,2025-04,0.63
Atenolol 100mg tablets,2025-07,0.59
Atenolol 100mg tablets,2025-09,0.59
Atenolol 100mg tablets,2025-10,0.54
Atenolol 100mg tablets,2026-01,0.52
Atenolol 25mg tablets,2021-01,0.81
Atenolol 25mg tablets,2021-04,0.84
Atenolol 25mg tablets,2021-07,0.77
Atenolol 25mg tablets,2021-10,0.77
Atenolol 25mg tablets,2022-01,0.68
Atenolol 25mg tablets,2022-04,0.68
Atenolol 25mg tablets,2022-07,0.71
Atenolol 25mg tablets,2022-10,0.94
Atenolol 25mg tablets,2022-12,0.96
Atenolol 25mg tablets,2023-01,1.1
Atenolol 25mg tablets,2023-04,1.11
Atenolol 25mg tablets,2023-07,1.31
Atenolol 25mg tablets,2023-10,0.93
Atenolol 25mg tablets,2024-01,0.9
Atenolol 25mg tablets,2024-04,0.78
Atenolol 25mg tablets,2024-07,0.9
Atenolol 25mg tablets,2024-08,0.77
Atenolol 25mg tablets,2024-09,0.77
Atenolol 25mg tablets,2024-10,0.68
Atenolol 25mg tablets,2025-01,0.65
Atenolol 25mg tablets,2025-04,0.61
Atenolol 25mg tablets,2025-07,0.58
Atenolol 25mg tablets,2025-09,0.58
Atenolol 25mg tablets,2025-10,0.53
Atenolol 25mg tablets,2026-01,0.54
Atenolol 50mg tablets,2021-01,0.84
Atenolol 50mg tablets,2021-04,0.89
Atenolol 50mg tablets,2021-07,0.8
Atenolol 50mg tablets,2021-10,0.78
Atenolol 50mg tablets,2022-01,0.68
Atenolol 50mg tablets,2022-04,0.69
Atenolol 50mg tablets,2022-07,1.05
Atenolol 50mg tablets,2022-10,1.12
Atenolol 50mg tablets,2022-12,1.15
Atenolol 50mg tablets,2023-01,1.42
Atenolol 50mg tablets,2023-04,1.42
Atenolol 50mg tablets,2023-07,1.23
Atenolol 50mg tablets,2023-10,0.98
Atenolol 50mg tablets,2024-01,0.96
Atenolol 50mg tablets,2024-04,0.81
Atenolol 50mg tablets,2024-07,0.93
Atenolol 50mg tablets,2024-08,0.81
Atenolol 50mg tablets,2024-09,0.81
Atenolol 50mg tablets,2024-10,0.74
Atenolol 50mg tablets,2025-01,0.73
Atenolol 50mg tablets,2025-04,0.62
Atenolol 50mg tablets,2025-07,0.59
Atenolol 50mg tablets,2025-09,0.59
Atenolol 50mg tablets,2025-10,0.57
Atenolol 50mg tablets,2026-01,0.54
Atorvastatin 10mg tablets,2021-01,1.0
Atorvastatin 10mg tablets,2021-04,1.01
Atorvastatin 10mg tablets,2021-07,0.9
Atorvastatin 10mg tablets,2021-10,0.85
Atorvastatin 10mg tablets,2022-01,0.72
Atorvastatin 10mg tablets,2022-04,0.71
Atorvastatin 10mg tablets,2022-07,0.66
Atorvastatin 10mg tablets,2022-10,0.65
Atorvastatin 10mg tablets,2022-12,0.66
Atorvastatin 10mg tablets,2023-01,0.68
Atorvastatin 10mg tablets,2023-04,0.69
Atorvastatin 10mg tablets,2023-07,0.71
Atorvastatin 10mg tablets,2023-10,0.73
Atorvastatin 10mg tablets,2024-01,1.29
Atorvastatin 10mg tablets,2024-04,1.29
Atorvastatin 10mg tablets,2024-07,1.15
Atorvastatin 10mg tablets,2024-08,1.03
Atorvastatin 10mg tablets,2024-09,1.03
Atorvastatin 10mg tablets,2024-10,0.86
Atorvastatin 10mg tablets,2025-01,0.68
Atorvastatin 10mg tablets,2025-04,0.61
Atorvastatin 10mg tablets,2025-07,0.55
Atorvastatin 10mg tablets,2025-09,0.55
Atorvastatin 10mg tablets,2025-10,0.54
Atorvastatin 10mg tablets,2026-01,0.54
Atorvastatin 20mg tablets,2021-01,1.4
Atorvastatin 20mg tablets,2021-04,1.41
Atorvastatin 20mg tablets,2021-07,1.24
Atorvastatin 20mg tablets,2021-10,1.1
Atorvastatin 20mg tablets,2022-01,0.97
Atorvastatin 20mg tablets,2022-04,0.93
Atorvastatin 20mg tablets,2022-07,0.89
Atorvastatin 20mg tablets,2022-10,0.88
Atorvastatin 20mg tablets,2022-12,0.91
Atorvastatin 20mg tablets,2023-01,0.92
Atorvastatin 20mg tablets,2023-04,0.92
Atorvastatin 20mg tablets,2023-07,0.91
Atorvastatin 20mg tablets,2023-10,1.03
Atorvastatin 20mg tablets,2024-01,1.64
Atorvastatin 20mg tablets,2024-04,1.26
Atorvastatin 20mg tablets,2024-07,1.22
Atorvastatin 20mg tablets,2024-08,1.11
Atorvastatin 20mg tablets,2024-09,1.11
Atorvastatin 20mg tablets,2024-10,0.88
Atorvastatin 20mg tablets,2025-01,0.74
Atorvastatin 20mg tablets,2025-04,0.67
Atorvastatin 20mg tablets,2025-07,0.62
Atorvastatin 20mg tablets,2025-09,0.62
Atorvastatin 20mg tablets,2025-10,0.6
Atorvastatin 20mg tablets,2026-01,0.6
Atorvastatin 40mg tablets,2021-01,1.42
Atorvastatin 40mg tablets,2021-04,1.5
Atorvastatin 40mg tablets,2021-07,1.32
Atorvastatin 40mg tablets,2021-10,1.22
Atorvastatin 40mg tablets,2022-01,1.03
Atorvastatin 40mg tablets,2022-04,0.99
Atorvastatin 40mg tablets,2022-07,0.97
Atorvastatin 40mg tablets,2022-10,0.96
Atorvastatin 40mg tablets,2022-12,0.99
Atorvastatin 40mg tablets,2023-01,1.0
Atorvastatin 40mg tablets,2023-04,1.03
Atorvastatin 40mg tablets,2023-07,1.0
